departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
18120.0;additional_1989;taxi168;6506;453546.6;5737484.4;4520;452806.81;5734626.91;185.0;19107.0;802.0;6925.58;4748.44;-2;19320;19911
18143.0;additional_407;taxi234;7625;452141.67;5734341.87;4148;453007.26;5735543.34;79.0;18485.0;263.0;2889.83;2889.83;-2;19343;19737.5
18157.0;additional_1689;taxi48;8030;455810.04;5738005.59;1866;452948.91;5734983.34;68.0;19511.0;1286.0;10458.83;5560.65;-2.04;19357;20000.5
18187.0;additional_155;taxi90;3218;453445.34;5732226.49;6408;452979.48;5735316.56;96.0;19218.0;935.0;8313.97;4172.46;-2;19387;19828
18200.0;additional_2151;taxi205;1789;456358.03;5731620.64;566;454101.01;5735442.67;138.0;19918.0;1580.0;14925.14;5811.16;-2.11;19400;20066
18225.0;additional_1167;taxi205;9702;454472.56;5730265.64;8000;454913.51;5734112.16;653.0;19473.0;595.0;7226.92;5633.03;-2;19425;19941
18259.0;additional_622;taxi168;9091;453470.54;5736686.01;8612;455337.36;5735122.59;239.0;19563.0;1065.0;10085.57;4007.47;-2;19459;19987
18289.0;additional_2169;taxi168;4908;454127.71;5736141.66;5306;455585.56;5734314.46;579.0;19751.0;883.0;8577.08;3199.6;-2;19489;19891
18306.0;additional_1008;taxi205;7245;454251.49;5731732.38;9768;454729.28;5734278.69;948.0;19588.0;334.0;4507.98;4206.59;-2;19506;19858.5
18317.0;additional_133;taxi168;8882;454163.99;5736928.46;6082;454401.45;5734350.34;378.0;19378.0;683.0;7518.12;4270.7;-2;19517;20018
18322.0;additional_520;taxi205;8285;456153.25;5732205.28;6009;453687.09;5735042.3;186.0;20055.0;1547.0;14605.06;4908.91;-2;19522;20069.5
18353.0;additional_444;taxi48;9076;453577.38;5736829.22;1149;454902.71;5735024.78;299.0;20032.0;1380.0;11555.9;4025.06;-2;19553;20039
18423.0;additional_557;taxi90;6470;453393.84;5733216.18;776;453189.59;5735443.83;141.0;19098.0;534.0;4615.84;2955.93;-2;19623;19932
18431.0;additional_1725;taxi205;5584;454133.06;5730949.56;3867;454335.06;5734584.46;652.0;19742.0;659.0;7268.53;5145.94;-2;19631;20133.5
18432.0;additional_210;taxi90;4277;452918.18;5733260.24;7563;453404.94;5735399.87;302.0;18991.0;257.0;3183.47;3183.47;-2;19632;20017.5
18448.0;additional_1061;taxi162;10659;455096.79;5737226.59;561;453965;5735136.68;68.0;19591.0;1075.0;8296.03;2872.53;-2;19648;19945
18455.0;additional_639;taxi48;2973;453585.74;5737079.12;6899;453341.21;5734795.65;326.0;19321.0;540.0;5282.3;3241.35;-2;19655;20081
18458.0;additional_2269;taxi33;8789;451601.58;5734707.89;773;453189.59;5735443.83;69.0;18810.0;283.0;2616.49;2616.49;-2;19658;19991
18459.0;additional_925;taxi162;5513;454832.35;5737631.93;991;454944.74;5735087.25;717.0;20144.0;968.0;8375.37;4791.74;-2;19659;20191.5
18483.0;additional_1707;taxi162;8033;455810.04;5738005.59;116;454251.81;5734518.24;268.0;19934.0;1183.0;9590.97;4942.06;-2;19683;20280
18500.0;additional_1080;taxi231;8904;456041.72;5731848.55;5884;453597.52;5734703.89;97.0;19643.0;1046.0;10298.99;5570.34;-2.1;19700;20426
18518.0;additional_1125;taxi205;9702;454472.56;5730265.64;3622;455353.69;5734733.21;360.0;20369.0;1491.0;13735.11;7346.54;-2.44;19718;20427.5
18531.0;additional_1776;taxi162;10662;454811.77;5737174.36;7562;453429.64;5735509.34;826.0;19712.0;355.0;4012.66;4021.3;-2;19731;20154
18563.0;additional_1793;taxi231;5585;454757.02;5730383.23;1866;452948.91;5734983.34;658.0;19876.0;655.0;7488.66;6279.33;-2.13;19763;20322.5
18585.0;additional_1225;taxi231;6908;454437.7;5730771.58;4933;455713.41;5735389.67;740.0;20328.0;1003.0;11172.41;6276.32;-2.08;19785;20269.5
18586.0;additional_643;taxi33;7945;452541.73;5735144.92;6672;453969.96;5733611.22;112.0;20084.0;1386.0;10792.8;3056.25;-2;19786;20105.5
18633.0;additional_589;taxi231;2448;456438.78;5732058.81;5891;454010.59;5735240.67;177.0;20126.0;1316.0;13227.93;5232.66;-2;19833;20434.5
18633.0;additional_286;taxi3;4760;452022.23;5733113.69;4690;452806.81;5734626.91;61.0;19028.0;334.0;2959.7;2959.7;-2;19833;20334
18640.0;additional_1463;taxi231;2784;455916.3;5730269.91;7530;455401.65;5735149.32;439.0;20435.0;1356.0;13486.77;7936.6;-2.52;19840;20485
18641.0;additional_374;taxi48;10731;453868.13;5737569.8;6291;453813.35;5734102.55;353.0;19809.0;815.0;7817.9;4536.68;-2;19841;20370.5
18657.0;additional_1279;taxi213;1479;455291.81;5730130.07;5536;452951.49;5733969.8;75.0;19817.0;1085.0;10569.78;5745.18;-2;19857;20352
18658.0;additional_813;taxi134;2998;454272.65;5736951.33;5357;452852.17;5734814.98;106.0;20387.0;1623.0;10676.9;3770.2;-2;19858;20315.5
18658.0;additional_1529;taxi109;6321;457003.97;5736498.07;7759;453959.08;5734120.06;61.0;20068.0;1349.0;10335.61;5278.29;-2.05;19858;20599
18681.0;additional_2312;taxi109;925;456662.6;5735249.53;140;454428.81;5734985.28;293.0;19789.0;815.0;6225.05;3449.13;-2;19881;20328
18682.0;additional_482;taxi213;2298;454549.88;5731039.47;6011;453796.48;5735016.45;375.0;20155.0;1098.0;10869.59;4813.32;-2;19882;20330.5
18688.0;additional_1419;taxi213;2539;454517.62;5730618.05;6158;453899.07;5735239.79;187.0;20046.0;1171.0;11700.9;5502.66;-2;19888;20377
18697.0;additional_1820;taxi134;7980;454622.63;5736963.5;573;453964.05;5735541.84;208.0;19702.0;797.0;5125.77;2277.5;-2;19897;20240.5
18724.0;additional_1627;taxi143;8943;456568.23;5734906.86;9155;454565.78;5735484.26;73.0;19008.0;211.0;3035.12;3035.12;-2;19924;20240.5
18731.0;additional_1534;taxi213;3019;452965.17;5731054.79;4143;453174.57;5735553.42;639.0;20332.0;962.0;9327.79;5731.11;-2.02;19931;20498
18732.0;additional_81;taxi213;10303;453473.72;5730937.04;3788;453757.52;5733657.79;489.0;19610.0;389.0;4895.22;3528.52;-2;19932;20296.5
18733.0;additional_1549;taxi165;205;452183.62;5737073.73;10351;454462.48;5735412.06;105.0;19445.0;607.0;5426.63;3889.43;-2;19933;20330.5
18754.0;additional_1475;taxi162;8142;455320.79;5737554.7;5710;453103.4;5734633.08;240.0;20432.0;1438.0;12236.03;4678.15;-2;19954;20462.5
18771.0;additional_1406;taxi195;8906;456041.8;5731858.01;4787;454233.38;5734415.87;304.0;20250.0;1175.0;10373.62;4860.41;-2;19971;20562
18772.0;additional_1573;taxi33;4686;452642.88;5734617.22;3731;453980.71;5733795.08;271.0;20160.0;1117.0;8007.88;2560.88;-2;19972;20243.5
18777.0;additional_1046;taxi195;2449;456449.79;5732098.91;5727;453361.83;5734415.83;114.0;20598.0;1707.0;13282.6;6204.58;-2.19;19977;20658
